"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Bicycle Health","Telehealth","","","Durham","NC","27703","","Durham","844-943-2514","https://bicyclehealth.com","","","SU","1","","","","1","","","1","1","","","","","","","1","","","1","","1","1","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","","","","1","","1","","","","1","","","1","1","1","1","","","1","1","","","","1","1","1","1","","","","","","1","","","","1","1","1","1","1","1","1","","","","","1","","","","1","1","1","","1","","1","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","1","","1","1","1","","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"Freedom House","Stabil Rehab","87 North Clinton Avenue","","Rochester","NY","14604","","Monroe","585-546-1271","https://www.cfcrochester.org","","","SU","1","1","","","","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","","","","1","1","1","1","1","1","1","1","","1","1","1","","1","1","","","1","1","1","1","1","1","","1","","","1","1","","1","","","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","","","","1","1","","1","","1","","","","1","1","1","1","1","","1","1","1","1","1","1","","1","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Liberty Manor","Stabil Rehab","79 North Clinton Street","","Rochester","NY","14604","","Monroe","585-266-3080","https://www.fcscharities.org","","","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","","","","1","1","","","","1","","1","","1","1","1","1","1","","1","1","1","1","","","","1","","","1","","","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Out of the Darkness Inc","RRi","","","Rochester","NY","14605","","Monroe","585-232-3777","https://www.outofthedarknessroc.org","","","SU","1","","","","1","","1","1","1","1","","1","","","","1","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","1","1","1","","1","","","","","","1","","1","","","1","1","","1","1","","1","1","1","1","1","1","","","","","","1","1","1","1","","1","","1","1","1","1","","1","","","1","1","1","","","","1","","","1","","","1","1","1","","1","","1","1","1","","","","","1","1","1","","1","1","","","1","","1","","1","1","1","1","1","","1","","1","","","","","","","","","","1","","","1","1","1","","1","","1","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barrington","Residential Reintegration","","","Rochester","NY","14621","","Monroe","585-546-7220","https://www.fcscharities.org/","","","SU","1","","","","","","","","","","","1","","","","1","","","","","1","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","1","1","1","","","1","","","1","1","","1","1","1","1","1","","","","","","","","1","1","","","1","1","1","1","1","","","1","1","","1","1","1","","","","1","","","1","","","1","1","1","","","","1","","","","","","","1","1","1","","1","1","","","","1","1","","1","","1","1","1","","","","","","","","","","1","","1","1","","","","1","","","","","","","","","","1","1","","1","1","","1","","1","","","","","","","1","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Robeson Healthcare Corporation","Our House","309 East Wardell Drive","","Pembroke","NC","28372","7998","Robeson","910-521-1464","https://www.rhcchealth.org","","","SU","1","","","","1","","","1","","","","","","","","1","","","1","","1","1","1","","1","","","1","1","","1","","","","1","","","","","","","","","","","","","","1","","","","1","","","","","","1","1","1","1","1","","1","1","","","","1","","","","","","","1","1","","1","1","1","1","","","","","","","","","1","1","","","1","1","1","1","1","1","","1","1","","1","1","1","","","","1","","","","","","1","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","","1","1","1","","","","1","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","1","","","1","1","1","","","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMIkids Behavioral Health","Jacksonville","","","Jacksonville","FL","32246","","Duval","813-887-3300","https://amikids.org/programs-and-services/programs","","","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","","","","1","","","","","","1","","1","","","1","","","1","","1","","","","1","","1","","","","","1","1","","1","","","","","","","","1","1","1","","","1","1","1","1","","","1","","1","1","1","1","1","","","1","","","","","1","1","","1","","","","1","1","1","","","","1","","1","","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","1","1","","","","","1","","","","","","","","","","","","","","1","1","","1","","1","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Rapidan Community Service","Boxwood Treatment Center","P.O. Box 1568","","Culpeper","VA","22701","","Culpeper","540-547-2760","https://www.encompasscommunuitysupports.org","","","SU","1","","","","","","","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","1","1","","","","","1","","1","1","1","","","","","","","","","1","1","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","1","1","","","1","1","1","","","","","1","1","1","1","","","1","1","1","","1","","1","","1","1","1","","1","1","1","","1","","1","","1","","","1","","","1","","","","1","","","","1","1","1","1","","1","","","","","1","","1","1","","","","","","","","","1","","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ron Cipriano and Associates","Counseling LLC","","","Jacksonville","FL","32256","","Duval","904-503-2634","https://www.rcaacounseling.com","","","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","","1","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","","","","1","","","","","1","","","","1","","","","","","","","1","","1","","","","","1","1","","","","","1","","","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","1","","1","","","","","","1","1","1","","","","","","","","1","","","","1","1","1","1","1","","","","","1","","","","1","1","1","","","","","","","","","1","","","","1","","","","1","","1","1","1","","","","","","1","1","","1","1","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Wells House","Wells House Admin/Clinical","124 East Baltimore Street","","Hagerstown","MD","21740","","Washington","301-739-7748 x306","https://www.wellshouse.org","","","SU","1","","","","1","","","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","1","","1","","","","","1","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","","1","","","","","1","","1","1","","","1","1","","","","1","1","1","1","1","1","","","","","","","1","1","1","1","","1","1","1","1","1","","","1","","","1","1","","1","","","1","","","","","1","1","","1","1","","","","1","","","","","1","1","1","1","1","","1","","1","1","1","1","","1","","1","1","","","1","","1","","1","1","","","1","","","","1","","","1","1","1","","1","","","","","","1","1","","","1","","1","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wells House","Locust Street","124 East Baltimore Street","","Hagerstown","MD","21740","","Washington","301-739-7748 x306","https://www.wellshouse.org","","","SU","1","","","","1","","","1","1","1","","1","","","","1","","","1","","","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","","1","","","","","1","","1","1","","","1","1","","","","1","1","1","1","1","1","","","","","","","","1","1","","","1","1","1","1","1","","","1","","","1","1","","1","","","","","","1","","","","1","1","1","","","","","1","","","","","","1","1","","1","1","","","","","1","","1","","1","","","","1","","1","","1","1","","","1","","","","1","","","1","1","1","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Serenity Treatment Center Inc","","580 Northern Parkway","Suite D","Hagerstown","MD","21742","","Washington","301-732-5328","https://www.serenitytreatmentcenter.com","","","SU","1","","","","","","1","","","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","","","1","","","","","","","1","","","","1","1","","","1","1","","","","","1","","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","","","1","1","1","","","","","","","","","","","1","1","1","","1","","","","","","1","","1","","1","","","","1","","","","","","","1","","1","","1","","","","1","1","","1","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Neurology and Pain Management","","P.O. Bok 938","","Lillington","NC","27546","0938","Harnett","910-893-9700","https://www.neurologyandpain.org/","","","SU","1","","","","","","1","1","","1","","","","1","","","","","","","1","1","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","","1","","","","","","1","1","","","","","","","","","","","","","1","","1","1","","1","","","","","","","","1","1","1","","1","","1","1","1","","","1","","","","","","1","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","1","1","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Tides Edge Recovery Services","","75 12th Street South","","Jacksonville Beach","FL","32250","","Duval","866-723-3127","https://tidesedgedetoxcenter.com","","","SU","1","1","","","1","1","1","1","1","1","","","","","","","","","1","","1","1","1","","1","","1","1","","1","1","1","","","","","","1","1","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","1","","1","","","","","","","1","1","1","1","","","","","","","","1","1","1","1","1","1","","","","","1","","","1","","","1","","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Neurology and Pain Management","","3400 Walsh Parkway","Suite 100","Fayetteville","NC","28311","","Cumberland","910-491-2744","https://www.neurologyandpain.org/","","","SU","1","","","","","","1","1","1","","","","","1","","","","","","","1","1","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","","1","","","","","","1","1","","","","","","","","","","","","","1","","1","1","","1","","","","","","","","1","1","1","","1","","1","1","1","","","1","","","","","","1","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","1","1","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Stephens Outreach Center Inc","","405 A Dunn Road","","Lumberton","NC","28358","","Robeson","910-738-7865","https://stephensoc.net","","","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","","1","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","1","1","","1","1","1","","","","1","1","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","","","1","1","1","","1","","1","","","1","1","","","1","","","","","1","1","1","1","","1","","","","","","","","1","1","1","","1","1","1","","","","","1","","1","","1","1","1","","","","","","","","","1","","1","","","","1","","","","","","","1","","","","1","1","1","","","1","","1","","","","","","1","","","1","1","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Stephens Outreach Center Inc","","405 A Dunn Road","","Lumberton","NC","28358","","Robeson","910-738-7865","https://stephensoc.net","","","SU","1","1","","","1","1","1","1","1","","","","","","","1","","1","1","","1","1","1","","1","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","1","1","1","","1","1","1","","","","1","","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","","1","","","1","1","","","1","","","1","","1","1","1","1","","1","","","","","","","","1","1","1","","1","1","1","","","","","1","","1","","1","1","1","","1","","1","1","1","","","1","","1","1","1","","","1","","","","","","1","","","","1","1","1","","1","1","","1","1","","","","","1","","","1","1","","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Childrens Treatment Center","Harbor Behavioral Healthcare Institute","8132 King Helie Boulevard","","New Port Richey","FL","34653","","Pasco","727-834-3959","https://www.baycare.org/services/behavioral-health","","","SU","1","","","","","","","","","","","","1","","","","","","1","","","1","1","1","","","","","1","","","","","","","","1","","","","1","","","","","","","","","","","","","1","","","","","1","1","","1","1","","1","","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","1","1","1","","","","","1","1","","","","","","1","1","1","1","","","","","","","","1","1","1","1","","","","","","","","","","1","1","1","","1","1","1","","","","","1","","","","1","1","1","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Robeson Healthcare Recovery House","","","","Lumberton","NC","28358","","Robeson","910-738-5565","https://www.rhcchealth.org/","","","SU","1","","","","","","","","1","","","","","","1","","","","1","","","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","1","1","","","1","","1","","","","","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","","","","","","","1","1","","","1","","1","1","1","1","","1","","","1","1","","1","","","","","","","","","1","1","1","","","","1","1","","","","","","","1","1","1","1","1","","","1","","1","","1","1","","1","1","","1","","","","","","","","1","1","","","","","","","1","","","","","","","","","1","","","1","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Agency for Community Treatment Servs","(ACTS)/Tarpon Springs Site","","","Tarpon Springs","FL","34688","","Pinellas","727-942-4181 x113","https://www.actsfl.org","","","SU","1","","","","1","","1","1","","1","","","","","","1","","","1","","","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","","1","","","","","","1","","","","","1","1","1","1","1","1","","","1","1","1","1","1","1","","1","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","","1","","","","1","1","1","1","","","","1","1","1","1","","","1","","1","1","","","1","1","","1","","1","","1","1","","1","1","","1","","","","","","1","","1","1","1","","","","","1","","","","","","","","","","1","","","1","1","","","","","","","","1","","","1","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Refuge A Healing Place","","14835 SE 85th Street","","Ocklawaha","FL","32179","","Marion","352-342-9459","https://www.therefuge-ahealingplace.com/admissions/","","","SU","1","1","","","1","1","1","1","1","1","","","","","","","","","1","","","1","1","","1","","","1","1","1","","1","","","1","","","","","","","","","","","","","","1","1","","","","1","","","","","1","","","","1","","","","","","","1","1","1","","","","","","","","","1","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","","","","","1","1","1","","","1","","1","1","1","1","","1","1","","1","1","","","1","1","","","","1","","1","","1","1","1","1","","","","","","","","","1","","","","1","","","","1","","","1","1","1","","","1","","","","","1","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Neurology and Pain Management","","325 South Walton Avenue","","Benson","NC","27504","","Johnston","919-894-1003","https://www.neurologyandpain.org/","","","SU","1","","","","","","1","1","","1","","","","1","","","","","","","1","1","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","","1","","","","","","1","1","","","","","","","","","","","","","1","","1","1","","1","","","","","","","","1","1","1","","1","","1","1","1","","","1","","","","","","1","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","1","1","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Wells House","Gale House","124 East Baltimore Street","","Hagerstown","MD","21740","6104","Frederick","301-662-7003 x306","https://www.wellshouse.org","","","SU","1","","","","1","","1","1","1","1","","1","","","","1","","","1","","","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","","1","","","","","1","","1","1","","","1","1","","1","1","","1","1","1","1","1","","","","","","","","1","1","","","1","1","1","1","1","","","1","","","1","1","1","","","","","","","1","","","","1","1","1","","","","","1","","","","","","1","1","","1","1","","1","","","1","","1","","1","","","","1","","1","","1","1","","","1","","","","1","","","1","1","1","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freedom House Recovery Center","","","","Warrenton","NC","27589","1953","Warren","252-879-0091","https://www.freedomhouserecovery.org","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","","","","1","","","","","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","1","1","","","1","","1","1","1","","","","","","","1","1","1","","1","1","","1","","1","1","1","1","1","","","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","","1","1","","1","1","1","1","1","","","1","1","1","1","1","","","","","","1","1","1","1","1","","","","","","","","1","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wells House","Clinical Building","124 East Baltimore Street","","Hagerstown","MD","21740","","Frederick","301-739-7748 x306","https://www.wellshouse.org","","","SU","1","","","","","","","1","1","1","","","","","","1","","","1","","1","1","","","1","","","1","1","","1","","","","","1","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","","1","","","","","1","","1","1","","","1","1","","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","1","","","","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","","1","","1","","1","1","","","1","","","1","1","","","1","1","1","","1","","","","","","1","1","","1","1","","1","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hannick Hall","Stabil Rehab Reintegration","110 South Clinton Street","","Newark","NY","14513","","Wayne","585-546-7220","https://www.fcscharities.org","","","SU","1","1","","","","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","1","1","1","1","1","1","","1","1","","1","1","1","","","","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","","","","1","1","","1","","1","","","","1","1","1","1","1","","1","1","1","1","1","1","","1","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Robeson Healthcare Corporation","Cambridge Place","","","Smithfield","NC","27577","4717","Johnston","919-989-8114","https://rhcc1.com","","","SU","1","","","","","","","1","1","","","","","1","","1","","","1","","1","1","1","","1","","","1","1","","1","","","","1","","","","","","","","","","","","","","1","","1","","1","","","","","","","1","","1","","","1","","","","","","","","","","","","1","1","","1","1","","1","","1","","","","","","1","1","1","","","1","","1","1","1","1","","1","1","","1","1","1","","","","1","","","","1","","1","1","1","","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","","1","","","","1","1","1","","","","","1","","","","","","1","1","","","1","","","1","1","","1","","1","","1","","1","1","","","","1","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board","Fredericksburg Clinic","600 Jackson Street","","Fredericksburg","VA","22401","","Fredericksburg City","540-373-3223","https://www.rappahannockareacsb.org","","","SU","1","","","","1","","1","1","1","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","1","","","","","","","1","","","","","1","1","1","1","1","","1","","","","","","1","","","1","","","1","1","1","","","","","","","","","","","","","1","1","","","","","","","1","","","1","","","","","1","1","","","1","","","1","","1","1","1","1","","","","","","1","","1","","1","1","1","","1","1","","","","","","1","","1","","1","1","","","1","","1","1","","","","","","1","1","1","1","","","1","1","1","1","1","1","","","","1","","1","1","1","","","1","","","","","","1","","","","","1","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Ibis Healthcare Inc","Youth Clinical Services","","","Tampa","FL","33610","","Hillsborough","813-272-2244","https://www.covebh.org/","","","SU","1","","","","","","","","","","","","","","1","","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","1","1","","1","","","1","","1","","","","1","","1","1","","","","1","1","1","","","","","","","","","1","1","1","","1","1","1","1","1","","1","1","","1","","","1","1","","","1","","","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","1","","1","1","1","1","","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","1","1","","1","","1","","","","1","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Womens Home Inc","","P.O. Box 7412","","Arlington","VA","22207","","Arlington","703-237-2822","https://www.thewomenshome.com","","","SU","1","","","","","","","","","","","1","","","","1","","","","","1","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","1","1","","","1","1","1","1","","","","1","","","1","1","1","","","","","","","1","","","","1","1","","","","1","","1","","","","","1","1","1","","1","1","","","","","1","","1","","1","","","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","","","","1","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Cayuga Addiction Recovery Services","Residential Services","6621 Route 227","P.O Box 724","Trumansburg","NY","14886","0724","Tompkins","607-273-5500","https://","","","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","1","1","1","1","1","","1","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","","","","1","1","1","1","1","","1","","1","1","1","","1","1","","1","1","","1","","1","1","1","1","1","","1","","","","","","","","1","","1","","1","1","1","","1","1","1","1","1","1","","1","","1","","","","1","1","","","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"National Capital Treatment/Recovery","Demeter House","200 North Glebe Road","Suite 104","Arlington","VA","22204","","Arlington","703-841-0703","https://natcaptreatment.org","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","1","1","","","1","","1","","","","","1","","","","","","","1","1","1","","1","","","1","1","","","","","","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","","1","1","1","1","","","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","","","","","","","1","1","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"BriteLife Recovery at Hanover","","544 Iron Ridge Road","","Hanover","PA","17331","","York","717-589-9800","https://www.britelife.com","","","SU","1","1","","","","1","1","1","1","1","","","","","","","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","","1","","","","","","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","","","1","1","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Triple Track Treatment","","","","Washington","DC","20008","","District of Columbia","202-215-3565","https://www.tripletrack.com","","","SU","1","1","","","","","","","","","","","1","","","","","","1","","1","1","1","","","1","","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","1","","","1","","","","1","","","1","1","1","1","","","1","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","1","","1","1","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hanover County Comm Services Board","","12300 Washington Highway","12300 Washington Hwy","Ashland","VA","23005","","Hanover","804-365-4222","https://www.hanovercounty.gov","","","SU","1","","","","","","1","","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","1","","1","1","","","","1","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","1","","","","","1","","","","","","","","","","","1","1","1","","","1","","1","1","1","","1","","1","","","1","1","","","","","","","1","1","","1","1","","","","","","","","","","1","","1","","","","1","","1","","","1","","1","","","1","1","","1","","","","","1","","","","1","","1","","","","1","1","","1","","","","","","","","1","1","1","","","","","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
